id
ENSG00000149311
ENSG00000171862
ENSG00000110092
ENSG00000196498
ENSG00000132475
ENSG00000147140
ENSG00000164330
ENSG00000196712
ENSG00000168646
ENSG00000138698
ENSG00000163939
