id
ENSG00000129152
ENSG00000141867
ENSG00000104517
ENSG00000160957
ENSG00000083093
ENSG00000171723
ENSG00000139263
ENSG00000101096
ENSG00000141510
ENSG00000185630
ENSG00000108953
ENSG00000167548
